80980 80980 947
65.12464 472.412
430.62064 562.72848
127.96288 288.9496
453.24149 544.05608
12.69345 503.07442
341.0 252.0
224.01632 57.55008
18.74304 281.06912
265.95372 223.21803
198.92502 350.86408
477.29269 583.8588
147.69262 438.02449
165.02242 229.34674
77.58233 564.58141
131.88672 468.57984
387.99744 402.8528
155.46355 456.5882
406.8125 633.21875
345.14855 289.71531
438.51834 609.05858
85.96248 50.45046
397.928 508.28
416.0 487.0
219.91125 292.65875
221.6 229.99712
219.92506 500.86823
4.21984 603.58848
434.91746 517.91881
457.71424 518.33952
264.65728 250.99616
109.6 24.0
440.0 536.0
329.05616 502.71216
30.15909 371.30337
18.0 281.0
238.48352 383.01808
398.1664 466.01888
344.83392 288.51696
390.93214 393.41196
286.01 274.77375
479.70432 398.02511
430.17472 546.33536
106.18592 266.66656
264.0 238.0
15.65273 554.91768
134.75344 422.94832
421.47375 630.605
436.38031 318.63801
207.1368 550.08496
34.0 593.0
152.0 320.0
72.804 460.81552
459.8576 394.5008
207.1144 306.71936
427.07967 588.16363
432.4419 32.76822
219.1053 86.74653
121.64928 480.9856
361.98136 103.67616
448.45824 599.99614
423.64125 525.74625
437.44256 551.08224
455.99872 294.73568
247.46456 310.8152
125.76161 366.94797
117.0232 276.748
403.23808 410.04256
124.0 604.0
129.0 431.0
144.93907 17.88458
399.93104 303.99344
250.1734 329.4027
49.40948 551.39571
416.34976 579.71616
347.0 357.0
105.21986 184.82957
136.59375 133.44
51.18832 275.74704
85.97785 43.45546
167.0 38.0
441.91214 574.04582
185.38861 398.0948
28.52771 104.60588
188.4925 51.30875
243.0 393.0
212.79381 286.53687
222.38954 150.3094
277.87968 270.97936
262.46098 172.54288
143.43056 41.00784
232.98732 178.1987
40.5086 312.58607
32.0749 604.12673
439.0 497.0
400.24511 517.34491
223.0 40.0
114.68112 31.78626
168.69929 413.76844
216.48606 556.03851
8.0 362.0
5.69825 359.12126
432.93935 429.58984
399.58212 526.12394
213.32616 110.36636
150.02625 542.09375
300.56528 389.82928
343.6464 288.87904
175.2544 5.0592
63.68698 475.20924
406.75088 438.83984
16.10235 530.09739
244.0 237.0
79.52288 627.0896
154.81984 24.26624
215.85696 15.41888
217.60491 139.2134
53.43039 546.4845
268.50466 170.18216
344.25 102.25
387.5025 596.93625
453.01718 553.24327
458.01682 515.50676
26.48 494.65232
364.82432 405.15552
306.43265 547.45602
474.57249 604.91134
162.42144 520.63104
13.08864 495.26032
415.28672 303.93376
304.43 559.71375
3.0 492.2
263.6425 214.0825
284.62108 201.09718
55.27342 267.92054
216.68976 514.83714
23.10466 107.69677
149.67875 16.95625
164.03772 264.03159
387.40658 182.02101
372.31821 499.96055
219.00544 564.12704
275.0 377.0
239.61968 3.86592
31.9704 600.4552
125.61616 606.84704
232.4625 343.88125
261.8496 227.6824
258.1265 9.28449
380.06736 366.78416
435.40864 593.24192
135.0 550.0
80.65344 202.44656
13.95607 492.69217
471.19684 320.5974
393.40483 461.00848
208.8475 105.1925
247.424 337.23776
396.13365 101.43884
262.58283 533.23633
78.05712 609.0424
348.29625 291.48625
445.81588 5.57916
295.38149 122.91869
30.6875 590.01125
134.0046 518.54885
402.65104 323.27008
230.94656 172.04896
448.4075 551.64
247.63904 75.58272
347.0 92.0
106.77371 259.49143
85.05373 26.41053
55.66368 509.55584
201.892 199.54
318.74563 379.21368
225.64089 131.29401
306.9904 561.96208
204.32395 320.5667
372.2136 433.47168
444.32006 600.8485
456.99325 511.97848
398.9304 393.29504
349.78512 383.91632
336.07875 70.11
256.88073 154.31143
197.86512 393.16192
419.00096 405.98944
270.18055 263.32238
266.76896 364.94816
